unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month
7173,py98958,oregon,12036.62051,yes,basic,bachelor,2011-02-10,employed,m,44428,suburban,single,104,17.0,61,0.0,2,special auto,special l1,offer1,call center,499.2,suv,medsize,a,2
7174,no73821,oregon,10145.44091,no,extended,high school or below,2011-01-19,employed,m,44577,suburban,single,131,27.0,7,0.0,9,personal auto,personal l1,offer2,branch,640.491537,suv,medsize,a,1
7175,fo82261,california,4603.975141,no,basic,college,2011-01-12,employed,m,66161,urban,single,118,19.0,86,0.0,1,personal auto,personal l3,offer2,branch,457.593764,four-door car,medsize,a,1
7176,ki91500,california,8641.046574,no,basic,high school or below,2011-02-01,medical leave,f,22193,suburban,married,74,13.0,74,0.0,2,personal auto,personal l3,offer2,branch,415.535724,two-door car,small,a,2
7177,pw73754,california,7341.861257,no,basic,high school or below,2011-01-18,unemployed,f,0,rural,married,104,1.0,48,3.0,7,personal auto,personal l3,offer1,branch,82.041684,sports car,medsize,a,1
7178,ju75786,oregon,7203.133626,no,extended,master,2011-01-10,unemployed,f,0,rural,married,95,3.0,29,0.0,9,personal auto,personal l2,offer1,agent,149.843223,two-door car,medsize,a,1
7179,dh93217,california,29874.74493,no,extended,master,2011-02-23,employed,f,52651,suburban,single,94,34.0,20,0.0,2,personal auto,personal l3,offer3,call center,451.2,two-door car,small,a,2
7180,ud77728,arizona,5657.806998,no,basic,bachelor,2011-02-26,employed,f,23550,urban,married,72,17.0,3,0.0,3,personal auto,personal l3,offer2,agent,222.751524,four-door car,medsize,a,2
7181,bv79904,california,7956.150059,no,basic,master,2011-02-13,employed,f,44818,rural,divorced,67,25.0,41,1.0,2,personal auto,personal l3,offer1,web,136.883999,two-door car,medsize,a,2
7182,ah17051,california,14700.49784,no,extended,bachelor,2011-01-09,employed,m,29695,suburban,married,94,34.0,66,0.0,2,personal auto,personal l3,offer2,branch,554.143798,four-door car,medsize,a,1
7183,wd38067,california,10656.88195,yes,extended,bachelor,2011-02-27,employed,f,72540,suburban,married,88,7.0,3,0.0,2,personal auto,personal l2,offer2,call center,631.743039,two-door car,medsize,a,2
7184,fp67637,nevada,5380.312218,no,basic,bachelor,2011-01-25,employed,m,93818,urban,married,66,7.0,25,0.0,6,personal auto,personal l3,offer1,agent,248.405684,four-door car,small,a,1
7185,jd71348,california,7289.297853,no,extended,college,2011-01-24,employed,m,60875,urban,married,92,0.0,84,0.0,3,personal auto,personal l3,offer1,branch,410.846025,four-door car,medsize,a,1
7186,iz47097,arizona,2927.216278,no,basic,master,2011-02-03,employed,f,76850,suburban,married,72,8.0,84,0.0,1,personal auto,personal l3,offer1,agent,345.6,four-door car,medsize,a,2
7187,uf73578,california,5838.89915,yes,basic,high school or below,2011-01-06,employed,m,81082,urban,married,73,5.0,85,0.0,4,personal auto,personal l2,offer2,agent,281.295903,four-door car,large,a,1
7188,mh50997,california,20003.14091,no,extended,bachelor,2011-01-29,employed,f,33901,rural,married,84,15.149070740488469,19,0.384256105867471,2,personal auto,personal l3,offer3,branch,145.990089,four-door car,medsize,a,1
7189,rn82884,arizona,4282.947971,yes,basic,college,2011-02-26,employed,f,40864,rural,married,109,15.149070740488469,70,0.384256105867471,1,personal auto,personal l3,offer1,agent,166.937747,four-door car,medsize,a,2
7190,gj63103,oregon,18474.71111,no,basic,high school or below,2011-02-06,medical leave,f,27869,suburban,married,67,18.0,59,0.0,2,personal auto,personal l3,offer1,web,482.4,two-door car,small,a,2
7191,rf39856,nevada,22754.66137,no,basic,bachelor,2011-02-08,employed,m,51437,rural,married,115,35.0,30,0.0,2,corporate auto,corporate l1,offer3,branch,244.086665,suv,medsize,a,2
7192,di45039,california,2754.143877,no,basic,college,2011-01-03,employed,f,58705,rural,married,69,19.0,95,0.0,1,personal auto,personal l2,offer4,web,48.956424,two-door car,medsize,a,1
7193,vi34110,arizona,2361.742243,no,basic,bachelor,2011-01-30,unemployed,f,0,rural,married,66,15.149070740488469,92,0.384256105867471,1,personal auto,personal l3,offer1,agent,145.896438,four-door car,medsize,a,1
7194,xz51937,california,4626.801093,yes,basic,master,2011-01-16,employed,f,79487,suburban,divorced,114,20.0,87,0.0,1,personal auto,personal l1,offer2,branch,547.2,suv,medsize,a,1
7195,ga89827,oregon,7329.828776,no,basic,college,2011-01-11,unemployed,m,0,suburban,single,70,4.0,63,0.0,2,personal auto,personal l3,offer1,agent,622.381217,four-door car,medsize,a,1
7196,tc97762,california,4982.681374,no,basic,high school or below,2011-02-27,employed,f,52275,suburban,married,62,6.0,88,0.0,5,corporate auto,corporate l3,offer3,branch,374.240783,four-door car,medsize,a,2
7197,vf73104,arizona,5016.827946,no,basic,high school or below,2011-02-06,employed,f,20868,rural,married,63,15.149070740488469,13,0.384256105867471,8,personal auto,personal l3,offer3,agent,134.629643,four-door car,medsize,a,2
7198,uo54843,california,5372.351967,no,basic,bachelor,2011-02-13,employed,m,70286,rural,married,67,16.0,66,0.0,3,corporate auto,corporate l3,offer2,web,130.143497,four-door car,medsize,a,2
7199,uh76090,california,8818.051498,no,extended,bachelor,2011-02-02,unemployed,f,0,suburban,single,136,31.0,75,4.0,3,personal auto,personal l1,offer1,call center,1237.257917,suv,medsize,a,2
7200,nk39001,oregon,3621.68883,no,extended,bachelor,2011-02-09,medical leave,f,13457,urban,married,94,31.0,28,0.0,1,personal auto,personal l3,offer3,branch,285.825083,two-door car,large,a,2
7201,hr92775,california,3226.516193,no,extended,college,2011-01-10,employed,f,91774,urban,single,81,4.0,21,0.0,1,personal auto,personal l3,offer1,call center,285.020982,four-door car,medsize,a,1
7202,wg61503,arizona,8491.858636,no,basic,master,2011-01-18,employed,m,27781,suburban,married,71,33.0,7,0.0,2,corporate auto,corporate l2,offer3,agent,340.8,four-door car,medsize,a,1
7203,my32149,california,3686.723847,no,extended,master,2011-01-18,unemployed,f,0,rural,married,96,2.0,88,0.0,1,personal auto,personal l2,offer1,agent,28.460568,two-door car,medsize,a,1
7204,in28584,california,16501.06524,no,extended,bachelor,2011-01-02,employed,f,83547,rural,married,137,6.0,14,1.0,2,personal auto,personal l2,offer1,call center,75.663572,suv,medsize,a,1
7205,ik99137,california,5515.41017,no,extended,bachelor,2011-02-28,unemployed,m,0,suburban,divorced,79,5.0,62,0.0,7,special auto,special l2,offer2,web,379.2,four-door car,small,a,2
7206,oc50447,nevada,4966.767294,no,basic,bachelor,2011-02-08,employed,m,38055,rural,married,64,7.0,24,1.0,8,personal auto,personal l3,offer4,call center,39.069987,two-door car,medsize,a,2
7207,me83611,nevada,2530.705137,yes,basic,bachelor,2011-01-21,employed,f,89451,rural,single,63,11.0,2,0.0,1,personal auto,personal l3,offer2,web,61.769564,four-door car,medsize,a,1
7208,zs73935,washington,23435.72605,no,basic,high school or below,2011-01-16,employed,f,42862,urban,married,65,34.0,29,0.0,2,personal auto,personal l3,offer3,agent,254.223496,four-door car,medsize,a,1
7209,zk60855,oregon,4829.571981,no,basic,college,2011-01-25,employed,f,34819,urban,married,61,0.0,31,0.0,6,corporate auto,corporate l2,offer1,agent,185.898327,four-door car,medsize,a,1
7210,mi49191,california,9410.670129,no,premium,bachelor,2011-01-07,employed,m,96060,suburban,married,117,6.0,57,0.0,3,corporate auto,corporate l1,offer1,branch,561.6,four-door car,medsize,a,1
7211,ld68165,arizona,26197.41498,yes,basic,high school or below,2011-01-15,disabled,f,18495,suburban,married,113,10.0,15,0.0,2,corporate auto,corporate l2,offer1,branch,542.4,suv,large,a,1
7212,bx88330,washington,7615.369665,no,basic,college,2011-01-19,employed,f,90918,urban,single,64,22.0,19,0.0,2,personal auto,personal l2,offer3,agent,163.411884,four-door car,medsize,a,1
7213,uk29448,oregon,2467.459952,no,basic,bachelor,2011-01-01,unemployed,m,0,suburban,single,73,29.0,14,0.0,1,personal auto,personal l2,offer1,agent,525.6,two-door car,medsize,a,1
7214,fq66070,california,8491.020256,no,basic,college,2011-02-24,employed,m,62076,urban,married,71,15.149070740488469,82,0.384256105867471,2,personal auto,personal l2,offer3,branch,227.225113,four-door car,medsize,a,2
7215,fo83170,california,2916.380797,no,basic,doctor,2011-02-03,employed,m,85817,rural,married,72,0.0,31,0.0,1,personal auto,personal l1,offer4,agent,154.987759,four-door car,medsize,a,2
7216,pu21485,arizona,11158.12643,no,premium,bachelor,2011-02-18,unemployed,f,0,suburban,single,161,19.0,71,0.0,9,corporate auto,corporate l3,offer1,call center,1159.2,suv,small,a,2
7217,op75571,arizona,8012.841201,no,basic,college,2011-02-24,employed,f,40635,suburban,divorced,102,4.0,45,0.0,6,personal auto,personal l3,offer3,call center,489.6,suv,medsize,a,2
7218,es34753,california,5165.202368,no,extended,master,2011-01-25,disabled,f,12904,suburban,married,132,17.0,31,0.0,1,personal auto,personal l2,offer1,agent,633.6,suv,medsize,a,1
7219,kw12214,oregon,12375.02163,no,basic,high school or below,2011-01-05,employed,m,78441,suburban,married,103,6.0,73,0.0,2,personal auto,personal l3,offer2,branch,613.866905,suv,medsize,a,1
7220,rv75918,california,7809.515468,no,extended,college,2011-01-23,employed,f,69161,urban,married,97,19.0,71,0.0,8,personal auto,personal l3,offer3,agent,341.431343,four-door car,medsize,a,1
7221,db91647,california,5816.712126,no,basic,college,2011-02-13,employed,m,99239,suburban,single,74,9.0,14,0.0,6,personal auto,personal l2,offer4,web,379.37884,four-door car,small,a,2
7222,ez48093,california,2710.811423,no,basic,bachelor,2011-02-09,employed,m,31998,suburban,married,69,31.0,70,0.0,1,corporate auto,corporate l3,offer3,branch,331.2,four-door car,small,a,2
7223,ls90887,california,5674.381244,no,basic,bachelor,2011-02-18,employed,f,26225,urban,married,72,15.149070740488469,25,0.384256105867471,7,special auto,special l2,offer2,web,320.777404,four-door car,medsize,a,2
7224,uv80201,oregon,8385.252347,no,basic,bachelor,2011-02-16,unemployed,f,0,suburban,single,116,0.0,35,0.0,7,personal auto,personal l3,offer1,call center,556.8,sports car,medsize,a,2
7225,km18818,arizona,2590.654042,no,basic,college,2011-02-21,employed,f,25981,rural,married,65,33.0,38,0.0,1,personal auto,personal l3,offer1,agent,77.54669,four-door car,medsize,a,2
7226,or28030,california,16979.79757,yes,basic,bachelor,2011-01-17,employed,m,35095,suburban,divorced,73,25.0,56,0.0,2,corporate auto,corporate l3,offer2,call center,525.6,two-door car,small,a,1
7227,tr18337,nevada,11516.40557,no,basic,college,2011-01-05,employed,f,50854,rural,divorced,73,15.0,72,0.0,2,personal auto,personal l2,offer1,branch,101.489422,four-door car,small,a,1
7228,zl30083,oregon,9048.983447,yes,basic,high school or below,2011-01-24,unemployed,m,0,suburban,married,119,9.0,8,0.0,3,personal auto,personal l1,offer2,web,571.2,sports car,medsize,a,1
7229,in10489,nevada,5024.777578,no,basic,master,2011-02-16,employed,f,78772,rural,married,62,9.0,47,0.0,8,personal auto,personal l3,offer2,branch,86.274545,four-door car,small,a,2
7230,wk18603,california,5272.518472,no,basic,doctor,2011-02-18,employed,m,85607,rural,single,66,15.149070740488469,1,0.384256105867471,3,personal auto,personal l2,offer2,agent,67.647131,four-door car,medsize,a,2
7231,pp50567,california,8377.499751,no,basic,bachelor,2011-01-05,unemployed,m,0,suburban,married,74,14.0,38,0.0,2,corporate auto,corporate l3,offer1,agent,355.2,four-door car,medsize,a,1
7232,pe39479,washington,18321.41903,no,extended,college,2011-02-06,employed,m,88592,urban,married,76,19.0,1,0.0,2,corporate auto,corporate l3,offer1,branch,199.79727,four-door car,large,a,2
7233,yp92773,washington,4723.821588,no,premium,bachelor,2011-02-25,employed,f,21546,suburban,married,119,20.0,66,1.0,1,corporate auto,corporate l2,offer3,agent,625.395925,two-door car,medsize,a,2
7234,qu69375,nevada,5568.947534,yes,extended,high school or below,2011-01-01,unemployed,m,0,suburban,single,79,21.0,53,1.0,7,corporate auto,corporate l2,offer1,agent,407.440238,two-door car,medsize,a,1
7235,pw91494,california,9344.431622,no,basic,high school or below,2011-02-18,unemployed,f,0,suburban,married,64,25.0,96,1.0,2,personal auto,personal l2,offer2,branch,307.2,two-door car,medsize,a,2
7236,re29131,oregon,4349.30875,yes,basic,college,2011-02-10,employed,f,75648,rural,married,108,28.0,10,0.0,1,personal auto,personal l2,offer2,branch,112.660916,suv,large,a,2
7237,md14027,nevada,7654.227067,no,basic,bachelor,2011-01-20,unemployed,f,0,suburban,single,74,16.0,89,1.0,2,personal auto,personal l1,offer1,agent,355.2,two-door car,medsize,a,1
7238,qn60028,california,2759.978287,yes,basic,bachelor,2011-01-03,employed,m,92296,suburban,married,69,4.0,65,0.0,1,corporate auto,corporate l2,offer2,agent,331.2,two-door car,medsize,a,1
7239,xg19917,washington,3189.66703,no,extended,bachelor,2011-02-05,unemployed,f,0,suburban,single,87,6.0,3,0.0,1,personal auto,personal l2,offer2,branch,760.428495,four-door car,medsize,a,2
7240,xe36531,california,4889.609695,no,extended,high school or below,2011-01-05,employed,f,51246,suburban,married,122,4.0,89,0.0,1,personal auto,personal l3,offer2,web,817.692013,suv,medsize,a,1
7241,ty84623,california,9816.528302,yes,basic,college,2011-01-28,employed,m,37256,rural,married,62,15.0,7,0.0,2,corporate auto,corporate l2,offer1,branch,128.969729,four-door car,medsize,a,1
7242,zq92997,nevada,6414.081362,no,extended,high school or below,2011-01-22,unemployed,m,0,suburban,single,89,15.149070740488469,12,0.384256105867471,5,personal auto,personal l3,offer1,call center,640.8,four-door car,medsize,a,1
7243,dd94148,california,5792.439588,no,basic,college,2011-02-16,employed,m,29530,urban,married,74,31.0,79,0.0,4,personal auto,personal l2,offer2,web,222.478994,two-door car,medsize,a,2
7244,ys49138,california,8678.508294,no,premium,high school or below,2011-01-21,employed,f,62366,rural,married,108,22.0,87,0.0,8,personal auto,personal l2,offer1,call center,51.316527,four-door car,medsize,a,1
7245,cq81839,oregon,21418.35544,no,extended,college,2011-02-19,employed,f,21897,suburban,single,139,19.0,67,0.0,2,personal auto,personal l2,offer2,web,667.2,suv,medsize,a,2
7246,rw86245,arizona,5008.275979,no,extended,high school or below,2011-02-06,employed,m,92864,rural,married,123,13.0,60,0.0,1,personal auto,personal l3,offer2,agent,96.338144,suv,medsize,a,2
7247,lh94971,oregon,7057.888812,no,extended,bachelor,2011-01-17,employed,m,37840,suburban,married,90,31.0,9,0.0,4,corporate auto,corporate l2,offer2,agent,432.0,four-door car,large,a,1
7248,qd26729,california,2523.654743,no,basic,college,2011-01-20,employed,m,43204,urban,married,64,31.0,19,3.0,1,personal auto,personal l1,offer4,branch,246.065764,four-door car,medsize,a,1
7249,iz76711,california,10013.77995,no,extended,bachelor,2011-02-08,unemployed,f,0,suburban,married,135,26.0,38,0.0,3,personal auto,personal l2,offer2,branch,773.690268,sports car,medsize,a,2
7250,zz83340,oregon,5508.315536,no,basic,doctor,2011-02-04,employed,f,96021,urban,married,68,5.0,30,0.0,5,personal auto,personal l1,offer3,branch,315.004602,two-door car,medsize,a,2
7251,hq23708,arizona,8596.916624,no,basic,master,2011-01-31,employed,f,53736,rural,married,71,2.0,20,0.0,2,personal auto,personal l3,offer4,web,169.287785,two-door car,medsize,a,1
7252,is63817,california,6047.02516,yes,extended,college,2011-02-19,employed,m,20396,suburban,married,76,15.0,60,1.0,4,corporate auto,corporate l2,offer1,branch,364.8,four-door car,medsize,a,2
7253,wa54110,nevada,2690.781969,no,basic,high school or below,2011-01-09,employed,m,48329,suburban,married,67,9.0,70,0.0,1,corporate auto,corporate l2,offer4,agent,470.386291,four-door car,small,a,1
7254,yv67971,california,4949.803822,no,basic,high school or below,2011-01-21,employed,f,21342,rural,married,62,34.0,72,0.0,3,personal auto,personal l2,offer3,agent,74.350893,four-door car,medsize,a,1
7255,pn98247,california,7840.165778,yes,extended,college,2011-01-14,employed,m,58414,suburban,single,210,7.0,24,2.0,1,personal auto,personal l3,offer2,agent,1008.0,luxury suv,small,a,1
7256,mq84363,california,11072.03193,no,extended,bachelor,2011-02-28,employed,m,58971,urban,divorced,94,12.0,75,1.0,2,corporate auto,corporate l1,offer1,agent,318.882053,four-door car,medsize,a,2
7257,sp29219,california,3885.456401,yes,premium,college,2011-02-28,unemployed,m,0,suburban,married,105,3.0,92,0.0,1,personal auto,personal l3,offer1,branch,504.0,four-door car,large,a,2
7258,yc77374,california,5119.901412,no,basic,bachelor,2011-02-08,employed,f,26890,suburban,married,65,28.0,37,0.0,4,personal auto,personal l3,offer2,branch,312.0,two-door car,small,a,2
7259,jk30153,oregon,8566.423522,no,basic,master,2011-01-13,employed,f,99652,urban,married,106,21.0,80,2.0,4,personal auto,personal l3,offer1,branch,406.634615,suv,large,a,1
7260,am94127,oregon,5157.642282,no,basic,college,2011-02-16,employed,m,93303,rural,single,65,11.0,96,0.0,5,corporate auto,corporate l3,offer1,branch,40.757983,four-door car,medsize,a,2
7261,ei17022,california,12168.74492,no,basic,bachelor,2011-02-05,retired,m,14973,suburban,divorced,115,2.0,75,0.0,2,corporate auto,corporate l3,offer1,branch,828.0,suv,medsize,a,2
7262,ym74115,nevada,2531.586761,no,basic,bachelor,2011-02-22,disabled,m,28898,rural,married,67,15.0,85,0.0,1,corporate auto,corporate l1,offer1,branch,82.811346,four-door car,medsize,a,2
7263,yd48962,arizona,29412.2893,no,basic,high school or below,2011-01-17,unemployed,m,0,suburban,divorced,107,15.149070740488469,62,0.384256105867471,2,personal auto,personal l3,offer3,agent,513.6,suv,medsize,a,1
7264,ss54050,california,16005.50507,no,basic,bachelor,2011-01-11,employed,m,44901,suburban,married,70,15.0,56,2.0,2,personal auto,personal l3,offer1,branch,460.806124,four-door car,small,a,1
7265,um45563,washington,4502.679656,no,basic,bachelor,2011-01-27,employed,m,68798,rural,single,114,19.0,69,0.0,1,personal auto,personal l2,offer2,call center,92.915251,suv,medsize,a,1
